"task_id","batch_id","seed","first_draw_id","last_draw_id","draws","defined_draws","invalid_fraction","H_digest_sha256"
"P17-T01",25,2026085726,48001,50000,2000,2000,0,"07aeea21a052c979118bb9c7e06fb94eff5c7c73995c98f1742b5e629822d4ff"
"P17-T01",26,2026085727,50001,52000,2000,2000,0,"2bea71f4e369aedf4a4935500905299d231b9975f58f3fc673a0b781378b694d"
"P17-T01",27,2026085728,52001,54000,2000,2000,0,"007ae9379af49712210e6d40129617835bca38b489a8e3f431dac86bcb17c32f"
"P17-T01",28,2026085729,54001,56000,2000,2000,0,"a87fbde4c337cc0a1d5d35b914a2a65cc84cfd3bc37de46b8f650898a0647b12"
"P17-T01",29,2026085730,56001,58000,2000,2000,0,"00e85645986ecf376f09a65158bbf33bb8dc330a5c4d9b7fc9be8a63b9addfe7"
"P17-T01",30,2026085731,58001,60000,2000,2000,0,"559be7b6ad2aabbd600b6416e5b430bc4dd2b309ba151c54d487d623fb68512f"
"P17-T01",31,2026085732,60001,62000,2000,2000,0,"d4eca6f1812b95102d88180d39d4b475f16d0b2043980b28da51c8478b1e8d02"
"P17-T01",32,2026085733,62001,64000,2000,2000,0,"41e28a9d7194297b48a05e8850edb4ea26549c6d3eaad3c92675021086815492"
"P17-T01",33,2026085734,64001,66000,2000,2000,0,"bb13635fd993f4746c8100fad2a9978eeec436c390c48cff71e794c256a711d4"
"P17-T01",34,2026085735,66001,68000,2000,2000,0,"902da0d6292dbf183101279abecb7ded86f046248c453bbdfbe2c955272b0c08"
"P17-T01",35,2026085736,68001,70000,2000,2000,0,"bbb90dccdc1e5c784006689376d81ea0edff43efec62b57fb735b718e27d8aeb"
"P17-T01",36,2026085737,70001,72000,2000,2000,0,"6f6cd9db62bfc4b875670ba50324f6253bfacf6eaf65ca75492b5001ab51e718"
"P17-T01",37,2026085738,72001,74000,2000,2000,0,"415148fc8f5c6c047bb49357bc442effb4cc7604f77f06beae9e520b603cb65b"
"P17-T01",38,2026085739,74001,76000,2000,2000,0,"6ac5ea344818ab8c797d446b9ff64ce7fca6289fe4d8d0d61df2722609cc22b5"
"P17-T01",39,2026085740,76001,78000,2000,2000,0,"361859473f822116a965b919cbea2bc51fb738bc25ff76c5e1fa9c5f44aaf894"
"P17-T01",40,2026085741,78001,80000,2000,2000,0,"d12879f37a806f998cca656a02366498f6048f01ca9ce846503d043de9e0801b"
"P17-T01",41,2026085742,80001,82000,2000,2000,0,"aed1bf8544c3f221e7e7d537ae8d5bef0c5f5c7eebee045e9b33a527e65f584a"
"P17-T01",42,2026085743,82001,84000,2000,2000,0,"b21e39ff9af4a84463e6f92122dc6a93154fa7bed679e53021029cffaf574774"
"P17-T01",43,2026085744,84001,86000,2000,2000,0,"f5fbb57a61b45b9f322f30042f8d21285b7cf83e748f9bc88f8333d512275ae6"
"P17-T01",44,2026085745,86001,88000,2000,2000,0,"5da5255b5bd6dc6898640020671538e5fd9355227e68dd14448be4ac731964a0"
"P17-T01",45,2026085746,88001,90000,2000,2000,0,"95da5aeb40acdbf9799d4b2ddba915a9f535c94eecf3b41f9c3a6c94345adc24"
"P17-T01",46,2026085747,90001,92000,2000,2000,0,"b1f9d5e9cf7fd60657f27ed0456341660c8679887d11198b8db0d4a1e2e44a78"
"P17-T01",47,2026085748,92001,94000,2000,2000,0,"c6c9d33dfcebb913a66f706be422028bbde038fc68b088fa136979a2fdae4e09"
"P17-T01",48,2026085749,94001,96000,2000,2000,0,"2d7b54a290d6f56b14008e6e3b82ed8ba55990d42a76afd509af7dc614a4b211"
"P17-T01",49,2026085750,96001,98000,2000,2000,0,"9f4815af4b88c3d0d20235bd699a536117b538df1d392bd7700ec25ed5cd1fd7"
"P17-T01",50,2026085751,98001,99999,1999,1999,0,"b92ed8f7d7aa3e268a641d18c56c4b818e337e90f6930afc329ffbeaecc22690"
